ESNTL_ID,FCLTY_MANAGE_NO,ACDNT_YEAR,ACDNT_TY_NM,ZONE_CD,SIGNGU_NM,ACDNT_CAS_CO,CASLT_CO,DEATH_CO,SWPSN_CO,SINJPSN_CO,INJPSN_CO,FCLTY_LA,FCLTY_LO,SIGNGU_ACCTO_POPLTN_CO,RATE_VALUE
"KCISFPO24N000000564","6968015","2024","교통사고","48850001","경남 하동군 하동읍(읍내파출소 부근)","9.00000","9.00000","0.00000","4.00000","5.00000","0.00000","35.0700332","127.7496602","32033","0.02810"
"KCISFPO24N000000565","6968016","2024","교통사고","48850002","경남 하동군 진교면(평당교차로 부근)","5.00000","14.00000","0.00000","5.00000","9.00000","0.00000","35.01984023","127.9071747","32033","0.01561"
"KCISFPO24N000000566","6968017","2024","교통사고","48850003","경남 하동군 금남면(계천재래시장 부근)","5.00000","6.00000","0.00000","2.00000","4.00000","0.00000","34.99661547","127.8086051","32033","0.01561"
"KCISFPO24N000000567","6968018","2024","교통사고","48860001","경남 산청군 산청읍(창원지방법원 진주지원 산청군법원 부근)","10.00000","13.00000","0.00000","1.00000","10.00000","2.00000","35.41538502","127.8770624","26497","0.03774"
"KCISFPO24N000000568","6968019","2024","교통사고","48860002","경남 산청군 신안면(원지삼거리 부근)","7.00000","7.00000","0.00000","4.00000","3.00000","0.00000","35.30394059","127.9710862","26497","0.02642"
"KCISFPO24N000000569","6968020","2024","교통사고","48860003","경남 산청군 산청읍(산청어린이집 부근)","6.00000","11.00000","0.00000","3.00000","6.00000","2.00000","35.41176114","127.8738199","26497","0.02264"
"KCISFPO24N000000570","6968021","2024","교통사고","48870001","경남 함양군 함양읍(함양중앙시장공중화장실 부근)","13.00000","14.00000","1.00000","5.00000","6.00000","2.00000","35.5197223","127.7296765","28600","0.04545"
"KCISFPO24N000000571","6968022","2024","교통사고","48870002","경남 함양군 함양읍(함양온누리약국 부근)","7.00000","9.00000","0.00000","3.00000","5.00000","1.00000","35.52306673","127.7276952","28600","0.02448"
"KCISFPO24N000000572","6968023","2024","교통사고","48870003","경남 함양군 지곡면(보산교 부근)","4.00000","6.00000","1.00000","2.00000","1.00000","2.00000","35.5464757","127.7622987","28600","0.01399"
"KCISFPO24N000000573","6968024","2024","교통사고","48880001","경남 거창군 거창읍(중앙교사거리 부근)","13.00000","19.00000","2.00000","8.00000","9.00000","0.00000","35.68429532","127.9178117","47060","0.02762"
"KCISFPO24N000000574","6968025","2024","교통사고","48880002","경남 거창군 거창읍(아림지구대 부근)","12.00000","13.00000","0.00000","7.00000","6.00000","0.00000","35.68774404","127.9149178","47060","0.02550"
"KCISFPO24N000000575","6968026","2024","교통사고","48880003","경남 거창군 거창읍(김천사거리 부근)","7.00000","10.00000","1.00000","4.00000","5.00000","0.00000","35.68012669","127.9116337","47060","0.01487"
"KCISFPO24N000000576","6968027","2024","교통사고","48890001","경남 합천군 합천읍(시장사거리 부근)","10.00000","13.00000","1.00000","5.00000","7.00000","0.00000","35.5681606","128.1612716","32832","0.03046"
"KCISFPO24N000000577","6968028","2024","교통사고","48890002","경남 합천군 합천읍(중앙회전교차로 부근)","7.00000","7.00000","0.00000","6.00000","1.00000","0.00000","35.56819113","128.1639906","32832","0.02132"
"KCISFPO24N000000578","6968029","2024","교통사고","48890003","경남 합천군 합천읍(동서오거리교차로 부근)","5.00000","6.00000","0.00000","2.00000","3.00000","1.00000","35.56728463","128.1574021","32832","0.01523"
"KCISFPO24N000000579","6968057","2024","교통사고","50110001","제주 제주시 연동(그랜드호텔사거리 부근)","32.00000","37.00000","0.00000","8.00000","27.00000","2.00000","33.48593067","126.4898951","412873","0.00775"
"KCISFPO24N000000580","6968058","2024","교통사고","50110002","제주 제주시 연동(예스어린이집 부근)","28.00000","39.00000","0.00000","5.00000","24.00000","10.00000","33.48674518","126.4927495","412873","0.00678"
"KCISFPO24N000000581","6968059","2024","교통사고","50110003","제주 제주시 용담이동(공항입구교차로 부근)","27.00000","36.00000","0.00000","5.00000","28.00000","3.00000","33.50478493","126.4961196","412873","0.00654"
"KCISFPO24N000000582","6968060","2024","교통사고","50130001","제주 서귀포시 서귀동(중앙로터리 부근)","47.00000","68.00000","0.00000","8.00000","54.00000","6.00000","33.25299163","126.5607733","152728","0.03077"
"KCISFPO24N000000583","6968061","2024","교통사고","50130002","제주 서귀포시 서귀동(동문로터리 부근)","16.00000","19.00000","1.00000","3.00000","15.00000","0.00000","33.24860502","126.5684556","152728","0.01048"
"KCISFPO24N000000584","6968062","2024","교통사고","50130003","제주 서귀포시 서귀동(천지동주민센터 부근)","15.00000","18.00000","0.00000","8.00000","8.00000","2.00000","33.24861672","126.5616175","152728","0.00982"
"KCISFPO24N000000585","6967741","2024","교통사고","51110001","강원 춘천시 효자동(팔호광장교차로 부근)","28.00000","31.00000","1.00000","5.00000","18.00000","7.00000","37.87660735","127.7350238","242459","0.01155"
"KCISFPO24N000000586","6967742","2024","교통사고","51110002","강원 춘천시 온의동(온의사거리 부근)","24.00000","31.00000","0.00000","3.00000","19.00000","9.00000","37.86590824","127.7213752","242459","0.00990"
"KCISFPO24N000000587","6967743","2024","교통사고","51110003","강원 춘천시 후평동(후평사거리 부근)","23.00000","35.00000","1.00000","5.00000","23.00000","6.00000","37.88148238","127.7474035","242459","0.00949"
"KCISFPO24N000000588","6967744","2024","교통사고","51130001","강원 원주시 단계동(단계택지사거리 부근)","34.00000","42.00000","0.00000","5.00000","34.00000","3.00000","37.34666786","127.9330127","292730","0.01161"
"KCISFPO24N000000589","6967745","2024","교통사고","51130002","강원 원주시 단계동(터미널사거리 부근)","32.00000","42.00000","0.00000","5.00000","31.00000","6.00000","37.34426927","127.9323074","292730","0.01093"
"KCISFPO24N000000590","6967746","2024","교통사고","51130003","강원 원주시 무실동(시청사거리 부근)","31.00000","52.00000","1.00000","8.00000","43.00000","0.00000","37.33497931","127.930061","292730","0.01059"
"KCISFPO24N000000591","6967747","2024","교통사고","51150001","강원 강릉시 옥천동(옥천오거리 부근)","20.00000","25.00000","0.00000","5.00000","20.00000","0.00000","37.75616096","128.8990325","178746","0.01119"
"KCISFPO24N000000592","6967748","2024","교통사고","51150002","강원 강릉시 옥천동(강릉역육거리 회전교차로 부근)","18.00000","27.00000","0.00000","1.00000","25.00000","1.00000","37.76236259","128.9012268","178746","0.01007"
"KCISFPO24N000000593","6967749","2024","교통사고","51150003","강원 강릉시 홍제동(홍제회전교차로 부근)","14.00000","20.00000","0.00000","3.00000","17.00000","0.00000","37.74672031","128.8776073","178746","0.00783"
"KCISFPO24N000000594","6967750","2024","교통사고","51170001","강원 동해시 천곡동(시청로터리 부근)","15.00000","21.00000","0.00000","4.00000","17.00000","0.00000","37.52248828","129.1127191","71625","0.02094"
"KCISFPO24N000000595","6967751","2024","교통사고","51170002","강원 동해시 천곡동(천곡중앙사거리 부근)","15.00000","21.00000","0.00000","2.00000","19.00000","0.00000","37.52046108","129.1153899","71625","0.02094"
"KCISFPO24N000000596","6967752","2024","교통사고","51170003","강원 동해시 효가동(효가사거리 부근)","13.00000","17.00000","0.00000","4.00000","13.00000","0.00000","37.49262587","129.110478","71625","0.01815"
"KCISFPO24N000000597","6967753","2024","교통사고","51190001","강원 태백시 황지동(태백의용소방대 부근)","19.00000","23.00000","0.00000","2.00000","19.00000","2.00000","37.17174791","128.9921161","29672","0.06403"
"KCISFPO24N000000598","6967754","2024","교통사고","51190002","강원 태백시 황지동(황지교사거리 부근)","14.00000","19.00000","0.00000","2.00000","16.00000","1.00000","37.17405186","128.9933333","29672","0.04718"
"KCISFPO24N000000599","6967755","2024","교통사고","51190003","강원 태백시 황지동(1주공사거리 부근)","13.00000","21.00000","0.00000","0.00000","19.00000","2.00000","37.15914764","128.9874257","29672","0.04381"
"KCISFPO24N000000600","6967756","2024","교통사고","51210001","강원 속초시 동명동(수복탑사거리 부근)","17.00000","25.00000","0.00000","8.00000","17.00000","0.00000","38.21004486","128.5937235","65962","0.02577"
"KCISFPO24N000000601","6967757","2024","교통사고","51210002","강원 속초시 교동(만천사거리 부근)","16.00000","26.00000","0.00000","7.00000","19.00000","0.00000","38.19680459","128.5766427","65962","0.02426"
"KCISFPO24N000000602","6967758","2024","교통사고","51210003","강원 속초시 조양동(청초지구대 부근)","16.00000","24.00000","0.00000","9.00000","14.00000","1.00000","38.18992031","128.5854466","65962","0.02426"
"KCISFPO24N000000603","6967759","2024","교통사고","51230001","강원 삼척시 남양동(의료원앞사거리 부근)","9.00000","10.00000","0.00000","2.00000","8.00000","0.00000","37.44166828","129.1647911","46317","0.01943"
"KCISFPO24N000000604","6967760","2024","교통사고","51230002","강원 삼척시 남양동(우체국앞사거리 부근)","8.00000","8.00000","0.00000","2.00000","5.00000","1.00000","37.44462154","129.1635017","46317","0.01727"
"KCISFPO24N000000605","6967761","2024","교통사고","51230003","강원 삼척시 남양동(터미널앞사거리 부근)","6.00000","7.00000","0.00000","2.00000","5.00000","0.00000","37.43930776","129.167929","46317","0.01295"
"KCISFPO24N000000606","6967762","2024","교통사고","51720001","강원 홍천군 홍천읍(홍천전통5일장터 부근)","10.00000","14.00000","1.00000","1.00000","12.00000","0.00000","37.68974456","127.8873428","54949","0.01820"
"KCISFPO24N000000607","6967763","2024","교통사고","51720002","강원 홍천군 홍천읍(홍천유치원 부근)","7.00000","9.00000","0.00000","1.00000","8.00000","0.00000","37.6917898","127.8875803","54949","0.01274"
"KCISFPO24N000000608","6967764","2024","교통사고","51720003","강원 홍천군 북방면(화계주유소 부근)","5.00000","8.00000","0.00000","2.00000","6.00000","0.00000","37.69171207","127.8667947","54949","0.00910"
"KCISFPO24N000000609","6967765","2024","교통사고","51730001","강원 횡성군 횡성읍(횡성오거리 부근)","8.00000","8.00000","0.00000","3.00000","3.00000","2.00000","37.48886168","127.9862738","37841","0.02114"
"KCISFPO24N000000610","6967766","2024","교통사고","51730002","강원 횡성군 우천면(다래막국수 부근)","7.00000","7.00000","0.00000","3.00000","4.00000","0.00000","37.45182539","128.0733137","37841","0.01850"
"KCISFPO24N000000611","6967767","2024","교통사고","51730003","강원 횡성군 횡성읍(HD현대오일뱅크직영 대호주유소 부근)","5.00000","7.00000","0.00000","2.00000","4.00000","1.00000","37.48579714","127.9839686","37841","0.01321"
"KCISFPO24N000000612","6967768","2024","교통사고","51750001","강원 영월군 영월읍(영월경찰서 부근)","13.00000","22.00000","1.00000","4.00000","12.00000","5.00000","37.18370432","128.4671461","28448","0.04570"
"KCISFPO24N000000613","6967769","2024","교통사고","51750002","강원 영월군 영월읍(영월지구대 부근)","9.00000","10.00000","0.00000","5.00000","2.00000","3.00000","37.18396357","128.470715","28448","0.03164"
"KCISFPO24N000000614","6967770","2024","교통사고","51750003","강원 영월군 영월읍(하송사거리 부근)","7.00000","9.00000","0.00000","1.00000","7.00000","1.00000","37.1822095","128.4653076","28448","0.02461"
"KCISFPO24N000000615","6967771","2024","교통사고","51760001","강원 평창군 봉평면(봉평전통시장 부근)","6.00000","8.00000","0.00000","2.00000","6.00000","0.00000","37.6145921","128.378623","33477","0.01792"
"KCISFPO24N000000616","6967772","2024","교통사고","51760002","강원 평창군 대관령면(횡계1교 부근)","4.00000","9.00000","0.00000","2.00000","7.00000","0.00000","37.67883937","128.7009687","33477","0.01195"
"KCISFPO24N000000617","6967773","2024","교통사고","51760003","강원 평창군 평창읍(평창지구대 부근)","4.00000","4.00000","0.00000","1.00000","3.00000","0.00000","37.36689591","128.3941058","33477","0.01195"
"KCISFPO24N000000618","6967774","2024","교통사고","51770001","강원 정선군 정선읍(읍사무소앞교차로 부근)","8.00000","11.00000","0.00000","0.00000","11.00000","0.00000","37.37997507","128.6629678","27797","0.02878"
"KCISFPO24N000000619","6967776","2024","교통사고","51770002","강원 정선군 사북읍(사북3리사무소 부근)","7.00000","12.00000","2.00000","0.00000","10.00000","0.00000","37.22722243","128.8187814","27797","0.02518"
"KCISFPO24N000000620","6967775","2024","교통사고","51770003","강원 정선군 사북읍(하이원약국 부근)","7.00000","15.00000","0.00000","3.00000","12.00000","0.00000","37.21158067","128.822522","27797","0.02518"
"KCISFPO24N000000621","6967777","2024","교통사고","51780001","강원 철원군 갈말읍(신철원사거리 부근)","6.00000","11.00000","0.00000","0.00000","11.00000","0.00000","38.14479239","127.308695","32054","0.01872"
"KCISFPO24N000000622","6967778","2024","교통사고","51780002","강원 철원군 동송읍(이평2교차로 부근)","5.00000","9.00000","0.00000","5.00000","4.00000","0.00000","38.20664109","127.2207954","32054","0.01560"
"KCISFPO24N000000623","6967779","2024","교통사고","51780003","강원 철원군 동송읍(이평사거리 부근)","4.00000","8.00000","0.00000","1.00000","6.00000","1.00000","38.20867012","127.2175323","32054","0.01248"
"KCISFPO24N000000624","6967780","2024","교통사고","51790001","강원 화천군 화천읍(화천삼거리 부근)","5.00000","5.00000","0.00000","1.00000","4.00000","0.00000","38.10456967","127.7041346","15368","0.03254"
"KCISFPO24N000000625","6967781","2024","교통사고","51790002","강원 화천군 간동면(오음교차로 부근)","4.00000","7.00000","0.00000","1.00000","5.00000","1.00000","38.05441679","127.8170943","15368","0.02603"
"KCISFPO24N000000626","6967782","2024","교통사고","51790003","강원 화천군 화천읍(화천대교오거리 부근)","4.00000","5.00000","0.00000","1.00000","4.00000","0.00000","38.10333128","127.7084849","15368","0.02603"
"KCISFPO24N000000627","6967783","2024","교통사고","51800001","강원 양구군 양구읍(양구중앙시장 부근)","9.00000","14.00000","0.00000","6.00000","7.00000","1.00000","38.10393931","127.9886694","15743","0.05717"
"KCISFPO24N000000628","6967784","2024","교통사고","51800002","강원 양구군 양구읍(열린어린이집 부근)","4.00000","6.00000","0.00000","3.00000","2.00000","1.00000","38.10366828","127.9863708","15743","0.02541"
"KCISFPO24N000000629","6967785","2024","교통사고","51800003","강원 양구군 양구읍(하늘약국 부근)","4.00000","6.00000","0.00000","2.00000","4.00000","0.00000","38.10108357","127.9869924","15743","0.02541"
"KCISFPO24N000000630","6967786","2024","교통사고","51810001","강원 인제군 인제읍(인성어린이집 부근)","6.00000","10.00000","0.00000","8.00000","2.00000","0.00000","38.06898967","128.1747667","23023","0.02606"
"KCISFPO24N000000631","6967787","2024","교통사고","51810002","강원 인제군 인제읍(인제교차로 부근)","5.00000","7.00000","0.00000","3.00000","2.00000","2.00000","38.06629183","128.1751624","23023","0.02172"
"KCISFPO24N000000632","6967788","2024","교통사고","51810003","강원 인제군 북면(원통교차로 부근)","4.00000","13.00000","0.00000","5.00000","8.00000","0.00000","38.12178932","128.2077781","23023","0.01737"
"KCISFPO24N000000633","6967789","2024","교통사고","51820001","강원 고성군 간성읍(간성교차로 부근)","8.00000","12.00000","0.00000","0.00000","12.00000","0.00000","38.37916872","128.473034","22369","0.03576"
"KCISFPO24N000000634","6967790","2024","교통사고","51820002","강원 고성군 토성면(강호식당 부근)","5.00000","9.00000","0.00000","3.00000","6.00000","0.00000","38.24428646","128.5691208","22369","0.02235"
"KCISFPO24N000000635","6967791","2024","교통사고","51820003","강원 고성군 토성면(산모퉁이 부근)","3.00000","5.00000","0.00000","4.00000","1.00000","0.00000","38.25053164","128.5641895","22369","0.01341"
"KCISFPO24N000000636","6967792","2024","교통사고","51830001","강원 양양군 양양읍(구교교차로 부근)","6.00000","10.00000","0.00000","3.00000","7.00000","0.00000","38.07876583","128.6157786","21747","0.02759"
"KCISFPO24N000000637","6967793","2024","교통사고","51830002","강원 양양군 양양읍(이도약국 부근)","6.00000","8.00000","0.00000","1.00000","7.00000","0.00000","38.07751249","128.623883","21747","0.02759"
"KCISFPO24N000000638","6967794","2024","교통사고","51830003","강원 양양군 양양읍(군청사거리 부근)","5.00000","7.00000","0.00000","2.00000","5.00000","0.00000","38.07300868","128.6193849","21747","0.02299"
"KCISFPO24N000000639","6967870","2024","교통사고","52110001","전북 전주시 완산구 삼천동1가(꽃밭정이네거리 부근)","23.00000","32.00000","0.00000","7.00000","24.00000","1.00000","35.79516672","127.1328145","290497","0.00792"
"KCISFPO24N000000640","6967871","2024","교통사고","52110002","전북 전주시 덕진구 금암동(운동장네거리 부근)","22.00000","32.00000","0.00000","5.00000","27.00000","0.00000","35.83974171","127.1300869","271966","0.00809"
"KCISFPO24N000000641","6967872","2024","교통사고","52110003","전북 전주시 완산구 효자동3가(이동교사거리 부근)","21.00000","40.00000","0.00000","3.00000","37.00000","0.00000","35.81344036","127.1120363","290497","0.00723"
"KCISFPO24N000000642","6967873","2024","교통사고","52130001","전북 군산시 수송동(은행나무사거리 부근)","21.00000","31.00000","0.00000","4.00000","27.00000","0.00000","35.96619098","126.7166496","223074","0.00941"
"KCISFPO24N000000643","6967874","2024","교통사고","52130002","전북 군산시 수송동(남북로사거리 부근)","20.00000","32.00000","0.00000","3.00000","29.00000","0.00000","35.96020635","126.7153927","223074","0.00897"
"KCISFPO24N000000644","6967875","2024","교통사고","52130003","전북 군산시 대명동(군산화물역사거리 부근)","18.00000","19.00000","0.00000","3.00000","13.00000","3.00000","35.98029738","126.719443","223074","0.00807"
"KCISFPO24N000000645","6967876","2024","교통사고","52140001","전북 익산시 어양동(하나로사거리 부근)","21.00000","31.00000","0.00000","4.00000","27.00000","0.00000","35.95964536","126.9813318","227209","0.00924"
"KCISFPO24N000000646","6967877","2024","교통사고","52140002","전북 익산시 중앙동1가(익산역사거리 부근)","14.00000","20.00000","0.00000","4.00000","16.00000","0.00000","35.93998325","126.9475429","227209","0.00616"
"KCISFPO24N000000647","6967878","2024","교통사고","52140003","전북 익산시 신동(나인투나인대학로약국 부근)","13.00000","22.00000","0.00000","1.00000","21.00000","0.00000","35.96176568","126.9639272","227209","0.00572"
"KCISFPO24N000000648","6967879","2024","교통사고","52180001","전북 정읍시 수성동(세계로약국 중앙점 부근)","14.00000","26.00000","0.00000","4.00000","22.00000","0.00000","35.57012071","126.8526723","86513","0.01618"
"KCISFPO24N000000649","6967880","2024","교통사고","52180002","전북 정읍시 상동(큰샘어린이집 부근)","10.00000","13.00000","0.00000","1.00000","11.00000","1.00000","35.55718323","126.8650669","86513","0.01156"
"KCISFPO24N000000650","6967881","2024","교통사고","52180003","전북 정읍시 상동(아이뜰앤서니어린이집 부근)","8.00000","15.00000","0.00000","2.00000","13.00000","0.00000","35.56007644","126.8680012","86513","0.00925"
"KCISFPO24N000000651","6967882","2024","교통사고","52190001","전북 남원시 동충동(동림사거리 부근)","11.00000","17.00000","1.00000","4.00000","11.00000","1.00000","35.40977701","127.3885394","61146","0.01799"
"KCISFPO24N000000652","6967883","2024","교통사고","52190002","전북 남원시 향교동(시청사거리 부근)","10.00000","11.00000","0.00000","5.00000","6.00000","0.00000","35.41627329","127.3900743","61146","0.01635"
"KCISFPO24N000000653","6967884","2024","교통사고","52190003","전북 남원시 도통동(동디사거리 부근)","9.00000","10.00000","0.00000","6.00000","4.00000","0.00000","35.41777699","127.3974848","61146","0.01472"
"KCISFPO24N000000654","6967885","2024","교통사고","52210001","전북 김제시 요촌동(전통시장사거리 부근)","8.00000","10.00000","0.00000","7.00000","3.00000","0.00000","35.80148862","126.884563","63253","0.01265"
"KCISFPO24N000000655","6967886","2024","교통사고","52210002","전북 김제시 요촌동(온약국 부근)","7.00000","9.00000","0.00000","3.00000","6.00000","0.00000","35.80294504","126.8947351","63253","0.01107"
"KCISFPO24N000000656","6967887","2024","교통사고","52210003","전북 김제시 신풍동(비사벌사거리 부근)","7.00000","9.00000","0.00000","1.00000","8.00000","0.00000","35.80367138","126.8984351","63253","0.01107"
"KCISFPO24N000000657","6967888","2024","교통사고","52710001","전북 완주군 봉동읍(둔산파출소 부근)","6.00000","7.00000","0.00000","0.00000","7.00000","0.00000","35.96110889","127.1274234","82885","0.00724"
"KCISFPO24N000000658","6967889","2024","교통사고","52710002","전북 완주군 봉동읍(신성주유소 부근)","5.00000","9.00000","0.00000","4.00000","5.00000","0.00000","35.95520598","127.1253442","82885","0.00603"
"KCISFPO24N000000659","6967890","2024","교통사고","52710003","전북 완주군 봉동읍(봉동파출소 부근)","5.00000","8.00000","0.00000","3.00000","5.00000","0.00000","35.93813376","127.168064","82885","0.00603"
"KCISFPO24N000000660","6967891","2024","교통사고","52720001","전북 진안군 진안읍(진안고원시장 부근)","8.00000","9.00000","0.00000","3.00000","6.00000","0.00000","35.79265147","127.4289515","17448","0.04585"
"KCISFPO24N000000661","6967892","2024","교통사고","52720002","전북 진안군 안천면(안천치안센터 부근)","4.00000","5.00000","0.00000","3.00000","1.00000","1.00000","35.89829668","127.5541703","17448","0.02293"
"KCISFPO24N000000662","6967893","2024","교통사고","52720003","전북 진안군 진안읍(군하교차로 부근)","4.00000","5.00000","0.00000","1.00000","4.00000","0.00000","35.78554008","127.4220547","17448","0.02293"
"KCISFPO24N000000663","6967894","2024","교통사고","52730001","전북 무주군 무주읍(무주어린이집 부근)","6.00000","9.00000","0.00000","2.00000","7.00000","0.00000","36.00382159","127.6521083","17518","0.03425"
"KCISFPO24N000000664","6967895","2024","교통사고","52730002","전북 무주군 무주읍(가림교차로 부근)","3.00000","7.00000","0.00000","0.00000","7.00000","0.00000","35.97448788","127.6523514","17518","0.01713"
"KCISFPO24N000000665","6967896","2024","교통사고","52730003","전북 무주군 무주읍(녹십자약국 부근)","3.00000","4.00000","0.00000","2.00000","2.00000","0.00000","36.00471945","127.6651534","17518","0.01713"
"KCISFPO24N000000666","6967897","2024","교통사고","52740001","전북 장수군 계남면(복수 구내식당 부근)","3.00000","6.00000","1.00000","3.00000","2.00000","0.00000","35.6800491","127.554166","15717","0.01909"
"KCISFPO24N000000667","6967898","2024","교통사고","52740002","전북 장수군 장계면(신동삼거리 부근)","3.00000","3.00000","1.00000","2.00000","0.00000","0.00000","35.73246853","127.5892179","15717","0.01909"
"KCISFPO24N000000668","6967900","2024","교통사고","52750001","전북 임실군 오수면(오수상설시장 부근)","3.00000","3.00000","0.00000","2.00000","1.00000","0.00000","35.53886553","127.3276823","17407","0.01723"
"KCISFPO24N000000669","6967899","2024","교통사고","52750002","전북 임실군 관촌면(469 부근)","3.00000","3.00000","0.00000","2.00000","0.00000","1.00000","35.68888542","127.254223","17407","0.01723"
"KCISFPO24N000000670","6967901","2024","교통사고","52770001","전북 순창군 순창읍(중앙로사거리 부근)","7.00000","9.00000","0.00000","2.00000","5.00000","2.00000","35.37551061","127.1446006","19724","0.03549"
"KCISFPO24N000000671","6967902","2024","교통사고","52770002","전북 순창군 순창읍(이대째손짜장 부근)","5.00000","5.00000","0.00000","1.00000","3.00000","1.00000","35.37322525","127.1427374","19724","0.02535"
"KCISFPO24N000000672","6967903","2024","교통사고","52770003","전북 순창군 순창읍(일품오리 부근)","4.00000","7.00000","0.00000","1.00000","5.00000","1.00000","35.37651707","127.1486139","19724","0.02028"
"KCISFPO24N000000673","6967904","2024","교통사고","52790001","전북 고창군 고창읍(고창 제일약국 부근)","9.00000","10.00000","1.00000","4.00000","5.00000","0.00000","35.43555183","126.6979607","42430","0.02121"
"KCISFPO24N000000674","6967905","2024","교통사고","52790002","전북 고창군 고창읍(바지라기 부근)","8.00000","9.00000","0.00000","1.00000","8.00000","0.00000","35.435892","126.710933","42430","0.01885"
"KCISFPO24N000000675","6967906","2024","교통사고","52790003","전북 고창군 흥덕면(제하사거리 부근)","4.00000","5.00000","0.00000","0.00000","5.00000","0.00000","35.52287811","126.7115898","42430","0.00943"
"KCISFPO24N000000676","6967907","2024","교통사고","52800001","전북 부안군 부안읍(아담사거리 부근)","12.00000","13.00000","0.00000","7.00000","6.00000","0.00000","35.72658044","126.7323229","36867","0.03255"
"KCISFPO24N000000677","6967908","2024","교통사고","52800002","전북 부안군 부안읍(터미널사거리 부근)","11.00000","11.00000","0.00000","5.00000","6.00000","0.00000","35.7260085","126.7373309","36867","0.02984"
"KCISFPO24N000000678","6967909","2024","교통사고","52800003","전북 부안군 부안읍(송학사거리 부근)","8.00000","9.00000","0.00000","1.00000","8.00000","0.00000","35.7233199","126.7385469","36867","0.02170"
