ESNTL_ID,FCLTY_MANAGE_NO,ACDNT_YEAR,ACDNT_TY_NM,ZONE_CD,SIGNGU_NM,ACDNT_CAS_CO,CASLT_CO,DEATH_CO,SWPSN_CO,SINJPSN_CO,INJPSN_CO,FCLTY_LA,FCLTY_LO,SIGNGU_ACCTO_POPLTN_CO,RATE_VALUE
"KCISFPO24N000000430","6967946","2024","교통사고","46810001","전남 강진군 강진읍(플러스약국 부근)","13.00000","16.00000","1.00000","1.00000","13.00000","1.00000","34.63831813","126.7675411","26094","0.04982"
"KCISFPO24N000000431","6967947","2024","교통사고","46810002","전남 강진군 강진읍(강진시장 부근)","13.00000","15.00000","0.00000","5.00000","7.00000","3.00000","34.63940965","126.7736361","26094","0.04982"
"KCISFPO24N000000432","6967948","2024","교통사고","46810003","전남 강진군 강진읍(강진식당 부근)","12.00000","21.00000","0.00000","1.00000","16.00000","4.00000","34.63690244","126.7707703","26094","0.04599"
"KCISFPO24N000000433","6967949","2024","교통사고","46820001","전남 해남군 해남읍(중앙교차로 부근)","10.00000","12.00000","0.00000","3.00000","9.00000","0.00000","34.56605911","126.6063469","55354","0.01807"
"KCISFPO24N000000434","6967950","2024","교통사고","46820002","전남 해남군 해남읍(남도약국 부근)","7.00000","8.00000","0.00000","5.00000","3.00000","0.00000","34.5706966","126.6075065","55354","0.01265"
"KCISFPO24N000000435","6967951","2024","교통사고","46820003","전남 해남군 해남읍(평남리사무소 부근)","7.00000","7.00000","0.00000","1.00000","6.00000","0.00000","34.56990411","126.5976846","55354","0.01265"
"KCISFPO24N000000436","6967952","2024","교통사고","46830001","전남 영암군 삼호읍(나불1삼거리 부근)","10.00000","15.00000","0.00000","0.00000","14.00000","1.00000","34.7802622","126.452181","57881","0.01728"
"KCISFPO24N000000437","6967953","2024","교통사고","46830002","전남 영암군 시종면(시종면내동리교차로 부근)","8.00000","13.00000","0.00000","1.00000","12.00000","0.00000","34.86898292","126.6082916","57881","0.01382"
"KCISFPO24N000000438","6967954","2024","교통사고","46830003","전남 영암군 삼호읍(영암2교차로 부근)","7.00000","15.00000","0.00000","1.00000","14.00000","0.00000","34.7438286","126.3871021","57881","0.01209"
"KCISFPO24N000000439","6967955","2024","교통사고","46840001","전남 무안군 삼향읍(리춘시장 무안전남도청점 부근)","13.00000","22.00000","0.00000","2.00000","20.00000","0.00000","34.81195055","126.4605025","64820","0.02006"
"KCISFPO24N000000440","6967956","2024","교통사고","46840002","전남 무안군 삼향읍(남악중학교 부근)","8.00000","9.00000","0.00000","2.00000","7.00000","0.00000","34.81088154","126.4716703","64820","0.01234"
"KCISFPO24N000000441","6967957","2024","교통사고","46840003","전남 무안군 삼향읍(정은약국 부근)","7.00000","11.00000","0.00000","1.00000","9.00000","1.00000","34.80985764","126.4645949","64820","0.01080"
"KCISFPO24N000000442","6967958","2024","교통사고","46860001","전남 함평군 함평읍(하나로약국 부근)","12.00000","14.00000","0.00000","7.00000","7.00000","0.00000","35.06270403","126.521413","23051","0.05206"
"KCISFPO24N000000443","6967959","2024","교통사고","46860002","전남 함평군 함평읍(함평군공립어린이집 부근)","7.00000","19.00000","0.00000","2.00000","12.00000","5.00000","35.06074648","126.5207454","23051","0.03037"
"KCISFPO24N000000444","6967960","2024","교통사고","46860003","전남 함평군 함평읍(광주지방법원 목포지원 함평군법원 부근)","4.00000","9.00000","0.00000","0.00000","7.00000","2.00000","35.06130822","126.5238751","23051","0.01735"
"KCISFPO24N000000445","6967961","2024","교통사고","46870001","전남 영광군 영광읍(칠거사거리 부근)","8.00000","10.00000","0.00000","2.00000","3.00000","5.00000","35.2739401","126.503288","37154","0.02153"
"KCISFPO24N000000446","6967963","2024","교통사고","46870002","전남 영광군 영광읍(군청사거리 부근)","6.00000","6.00000","0.00000","1.00000","4.00000","1.00000","35.27650595","126.5125201","37154","0.01615"
"KCISFPO24N000000447","6967962","2024","교통사고","46870003","전남 영광군 영광읍(남천사거리 부근)","6.00000","6.00000","0.00000","0.00000","4.00000","2.00000","35.27576931","126.5058879","37154","0.01615"
"KCISFPO24N000000448","6967964","2024","교통사고","46880001","전남 장성군 장성읍(장성약국 부근)","7.00000","9.00000","0.00000","2.00000","6.00000","1.00000","35.29787911","126.7802945","31852","0.02198"
"KCISFPO24N000000449","6967965","2024","교통사고","46880002","전남 장성군 장성읍(장성군청 부근)","7.00000","8.00000","0.00000","3.00000","4.00000","1.00000","35.30110209","126.7835949","31852","0.02198"
"KCISFPO24N000000450","6967966","2024","교통사고","46880003","전남 장성군 진원면(마흥교차로 부근)","6.00000","13.00000","1.00000","6.00000","6.00000","0.00000","35.26584637","126.8048639","31852","0.01884"
"KCISFPO24N000000451","6967967","2024","교통사고","46890001","전남 완도군 완도읍(완도읍가용리교차로 부근)","15.00000","17.00000","0.00000","3.00000","14.00000","0.00000","34.31902996","126.7451864","38276","0.03919"
"KCISFPO24N000000452","6967968","2024","교통사고","46890002","전남 완도군 완도읍(흥일약국 부근)","9.00000","13.00000","0.00000","6.00000","7.00000","0.00000","34.31395219","126.7571868","38276","0.02351"
"KCISFPO24N000000453","6967969","2024","교통사고","46890003","전남 완도군 완도읍(완도종합시장 부근)","6.00000","7.00000","1.00000","1.00000","5.00000","0.00000","34.31784449","126.74774","38276","0.01568"
"KCISFPO24N000000454","6967970","2024","교통사고","46900001","전남 진도군 진도읍(남동리사거리 부근)","15.00000","17.00000","0.00000","3.00000","13.00000","1.00000","34.48075392","126.2632984","25604","0.05858"
"KCISFPO24N000000455","6967971","2024","교통사고","46900002","전남 진도군 진도읍(남동교차로 부근)","9.00000","19.00000","0.00000","4.00000","12.00000","3.00000","34.47815355","126.2638594","25604","0.03515"
"KCISFPO24N000000456","6967972","2024","교통사고","46900003","전남 진도군 진도읍(진도읍5일시장 부근)","4.00000","6.00000","0.00000","2.00000","3.00000","1.00000","34.48162161","126.258162","25604","0.01562"
"KCISFPO24N000000457","6967973","2024","교통사고","46910001","전남 신안군 지도읍(지도사거리 부근)","4.00000","4.00000","0.00000","2.00000","2.00000","0.00000","35.05881941","126.2059125","25089","0.01594"
"KCISFPO24N000000458","6967974","2024","교통사고","46910002","전남 신안군 압해읍(108-63 부근)","3.00000","4.00000","1.00000","0.00000","3.00000","0.00000","34.84973646","126.3433864","25089","0.01196"
"KCISFPO24N000000459","6967975","2024","교통사고","46910003","전남 신안군 압해읍(압해 농협주유소 부근)","3.00000","4.00000","1.00000","0.00000","3.00000","0.00000","34.86338518","126.3168305","25089","0.01196"
"KCISFPO24N000000460","6968141","2024","교통사고","47110001","경북 포항시 북구 죽도동(오거리 부근)","28.00000","38.00000","0.00000","4.00000","34.00000","0.00000","36.03308185","129.3657862","220328","0.01271"
"KCISFPO24N000000461","6968142","2024","교통사고","47110002","경북 포항시 남구 대잠동(대잠사거리 부근)","27.00000","44.00000","0.00000","2.00000","41.00000","1.00000","36.01198832","129.3430002","192163","0.01405"
"KCISFPO24N000000462","6968143","2024","교통사고","47110003","경북 포항시 남구 해도동(형산교차로 부근)","25.00000","43.00000","1.00000","5.00000","35.00000","2.00000","36.01300493","129.3710675","192163","0.01301"
"KCISFPO24N000000463","6968144","2024","교통사고","47130001","경북 경주시 노서동(터미널네거리 부근)","20.00000","32.00000","0.00000","7.00000","24.00000","1.00000","35.83859205","129.2034796","231032","0.00866"
"KCISFPO24N000000464","6968145","2024","교통사고","47130002","경북 경주시 동천동(경주시청 외부청사 부근)","15.00000","18.00000","0.00000","8.00000","9.00000","1.00000","35.85397754","129.2238479","231032","0.00649"
"KCISFPO24N000000465","6968146","2024","교통사고","47130003","경북 경주시 성동동(할매칼국수 부근)","14.00000","14.00000","0.00000","2.00000","11.00000","1.00000","35.85093008","129.2173301","231032","0.00606"
"KCISFPO24N000000466","6968147","2024","교통사고","47150001","경북 김천시 성내동(김천여자중학교 부근)","11.00000","12.00000","0.00000","7.00000","5.00000","0.00000","36.12489081","128.1183874","112759","0.00976"
"KCISFPO24N000000467","6968148","2024","교통사고","47150002","경북 김천시 부곡동(해뜰어린이집 부근)","9.00000","10.00000","1.00000","5.00000","4.00000","0.00000","36.12410748","128.1014032","112759","0.00798"
"KCISFPO24N000000468","6968149","2024","교통사고","47150003","경북 김천시 신음동(현대온누리약국 부근)","9.00000","9.00000","1.00000","2.00000","6.00000","0.00000","36.13417373","128.1175366","112759","0.00798"
"KCISFPO24N000000469","6968150","2024","교통사고","47170001","경북 안동시 옥동(옥동사거리 부근)","23.00000","31.00000","0.00000","8.00000","21.00000","2.00000","36.56329259","128.701616","127302","0.01807"
"KCISFPO24N000000470","6968151","2024","교통사고","47170002","경북 안동시 화성동(안동유치원 부근)","23.00000","28.00000","0.00000","7.00000","20.00000","1.00000","36.56605509","128.7257647","127302","0.01807"
"KCISFPO24N000000471","6968152","2024","교통사고","47170003","경북 안동시 송현동(송현오거리 부근)","19.00000","44.00000","0.00000","6.00000","24.00000","14.00000","36.57187705","128.6964363","127302","0.01493"
"KCISFPO24N000000472","6968153","2024","교통사고","47190001","경북 구미시 송정동(형곡네거리 부근)","19.00000","32.00000","0.00000","5.00000","26.00000","1.00000","36.1149412","128.3392214","346124","0.00549"
"KCISFPO24N000000473","6968154","2024","교통사고","47190002","경북 구미시 옥계동(다나은약국 부근)","18.00000","29.00000","0.00000","4.00000","25.00000","0.00000","36.13744872","128.4174999","346124","0.00520"
"KCISFPO24N000000474","6968155","2024","교통사고","47190003","경북 구미시 황상동(승현약국 부근)","17.00000","22.00000","0.00000","2.00000","16.00000","4.00000","36.10824727","128.4187892","346124","0.00491"
"KCISFPO24N000000475","6968156","2024","교통사고","47210001","경북 영주시 가흥동(꽃동산회전교차로 부근)","11.00000","12.00000","0.00000","8.00000","3.00000","1.00000","36.81352728","128.6187967","80883","0.01360"
"KCISFPO24N000000476","6968157","2024","교통사고","47210002","경북 영주시 가흥동(더리브어린이집 부근)","9.00000","15.00000","0.00000","3.00000","12.00000","0.00000","36.82330745","128.6059233","80883","0.01113"
"KCISFPO24N000000477","6968158","2024","교통사고","47210003","경북 영주시 영주동(구성오거리 부근)","9.00000","9.00000","0.00000","2.00000","7.00000","0.00000","36.82313121","128.6231749","80883","0.01113"
"KCISFPO24N000000478","6968159","2024","교통사고","47230001","경북 영천시 완산동(시장사거리 부근)","18.00000","19.00000","1.00000","3.00000","14.00000","1.00000","35.96395818","128.9385695","82185","0.02190"
"KCISFPO24N000000479","6968160","2024","교통사고","47230002","경북 영천시 망정동(동부사거리 부근)","14.00000","21.00000","1.00000","4.00000","14.00000","2.00000","35.97480576","128.9478432","82185","0.01703"
"KCISFPO24N000000480","6968161","2024","교통사고","47230003","경북 영천시 완산동(완산오거리 부근)","9.00000","21.00000","1.00000","4.00000","15.00000","1.00000","35.9641932","128.9349853","82185","0.01095"
"KCISFPO24N000000481","6968162","2024","교통사고","47250001","경북 상주시 서성동(서문사거리 부근)","18.00000","24.00000","0.00000","2.00000","20.00000","2.00000","36.41435844","128.1595941","72365","0.02487"
"KCISFPO24N000000482","6968163","2024","교통사고","47250002","경북 상주시 무양동(북천교교차로 부근)","12.00000","14.00000","0.00000","4.00000","10.00000","0.00000","36.42413526","128.1513997","72365","0.01658"
"KCISFPO24N000000483","6968164","2024","교통사고","47250003","경북 상주시 무양동(시외버스터미널사거리 부근)","11.00000","15.00000","0.00000","1.00000","12.00000","2.00000","36.41829372","128.1521763","72365","0.01520"
"KCISFPO24N000000484","6968165","2024","교통사고","47280001","경북 문경시 점촌동(점촌네거리 부근)","11.00000","16.00000","0.00000","2.00000","11.00000","3.00000","36.59753318","128.1998311","51213","0.02148"
"KCISFPO24N000000485","6968166","2024","교통사고","47280002","경북 문경시 점촌동(오미자네청년몰 부근)","10.00000","14.00000","0.00000","4.00000","10.00000","0.00000","36.59294227","128.1972298","51213","0.01953"
"KCISFPO24N000000486","6968167","2024","교통사고","47280003","경북 문경시 모전동(모전오거리 부근)","10.00000","13.00000","0.00000","3.00000","10.00000","0.00000","36.58656564","128.1917638","51213","0.01953"
"KCISFPO24N000000487","6968168","2024","교통사고","47290001","경북 경산시 중방동(경산오거리 부근)","20.00000","24.00000","0.00000","6.00000","18.00000","0.00000","35.82318252","128.7376331","240189","0.00833"
"KCISFPO24N000000488","6968169","2024","교통사고","47290002","경북 경산시 하양읍(아웃닭 하양점 부근)","17.00000","20.00000","1.00000","4.00000","13.00000","2.00000","35.90835874","128.813071","240189","0.00708"
"KCISFPO24N000000489","6968170","2024","교통사고","47290003","경북 경산시 대동(영남대역 대구2호선 부근)","15.00000","26.00000","0.00000","7.00000","19.00000","0.00000","35.8370104","128.7539001","240189","0.00625"
"KCISFPO24N000000490","6968171","2024","교통사고","47730001","경북 의성군 안계면(안계파출소 부근)","7.00000","7.00000","0.00000","3.00000","4.00000","0.00000","36.3840142","128.4382525","36095","0.01939"
"KCISFPO24N000000491","6968172","2024","교통사고","47730002","경북 의성군 의성읍(도동삼거리 부근)","6.00000","10.00000","0.00000","3.00000","7.00000","0.00000","36.34554866","128.6983873","36095","0.01662"
"KCISFPO24N000000492","6968173","2024","교통사고","47730003","경북 의성군 의성읍(염매시장 부근)","6.00000","6.00000","0.00000","2.00000","4.00000","0.00000","36.35044925","128.696509","36095","0.01662"
"KCISFPO24N000000493","6968174","2024","교통사고","47750001","경북 청송군 진보면(진보약국 부근)","10.00000","12.00000","0.00000","4.00000","6.00000","2.00000","36.52823104","129.0439015","18664","0.05358"
"KCISFPO24N000000494","6968175","2024","교통사고","47750002","경북 청송군 청송읍(한누리어린이집 부근)","5.00000","5.00000","0.00000","3.00000","2.00000","0.00000","36.43353071","129.0556652","18664","0.02679"
"KCISFPO24N000000495","6968176","2024","교통사고","47750003","경북 청송군 안덕면(명당3교 부근)","3.00000","10.00000","0.00000","3.00000","3.00000","4.00000","36.30040081","128.9640342","18664","0.01607"
"KCISFPO24N000000496","6968177","2024","교통사고","47760001","경북 영양군 영양읍(영양재래시장 부근)","7.00000","11.00000","0.00000","4.00000","7.00000","0.00000","36.66475051","129.1163769","11783","0.05941"
"KCISFPO24N000000497","6968178","2024","교통사고","47760002","경북 영양군 영양읍(우체국사거리 부근)","4.00000","5.00000","0.00000","3.00000","2.00000","0.00000","36.66226087","129.1135294","11783","0.03395"
"KCISFPO24N000000498","6968179","2024","교통사고","47760003","경북 영양군 입암면(신구교차로 부근)","3.00000","8.00000","0.00000","3.00000","5.00000","0.00000","36.59853189","129.0856896","11783","0.02546"
"KCISFPO24N000000499","6968180","2024","교통사고","47770001","경북 영덕군 강구면(강구교차로 부근)","9.00000","14.00000","0.00000","4.00000","10.00000","0.00000","36.35935905","129.3782816","28465","0.03162"
"KCISFPO24N000000500","6968181","2024","교통사고","47770002","경북 영덕군 영해면(시장회전교차로 부근)","9.00000","12.00000","0.00000","2.00000","8.00000","2.00000","36.53990984","129.4085424","28465","0.03162"
"KCISFPO24N000000501","6968182","2024","교통사고","47770003","경북 영덕군 강구면(강구풍물지하어시장 부근)","7.00000","11.00000","0.00000","3.00000","8.00000","0.00000","36.36075267","129.3829429","28465","0.02459"
"KCISFPO24N000000502","6968183","2024","교통사고","47820001","경북 청도군 청도읍(모강교차로 부근)","9.00000","16.00000","0.00000","2.00000","14.00000","0.00000","35.65035908","128.7501975","32567","0.02764"
"KCISFPO24N000000503","6968184","2024","교통사고","47820002","경북 청도군 청도읍(청도상설시장 부근)","7.00000","7.00000","0.00000","3.00000","4.00000","0.00000","35.64721773","128.7386213","32567","0.02149"
"KCISFPO24N000000504","6968185","2024","교통사고","47820003","경북 청도군 청도읍(영남약국 부근)","7.00000","7.00000","0.00000","2.00000","5.00000","0.00000","35.64369563","128.7442174","32567","0.02149"
"KCISFPO24N000000505","6968186","2024","교통사고","47830001","경북 고령군 대가야읍(고령대가야시장 부근)","7.00000","9.00000","0.00000","3.00000","6.00000","0.00000","35.72707479","128.2665591","29118","0.02404"
"KCISFPO24N000000506","6968187","2024","교통사고","47830002","경북 고령군 대가야읍(고령광장 회전교차로 부근)","6.00000","7.00000","0.00000","1.00000","6.00000","0.00000","35.72870799","128.2724802","29118","0.02061"
"KCISFPO24N000000507","6968188","2024","교통사고","47830003","경북 고령군 대가야읍(중앙네거리 부근)","5.00000","5.00000","0.00000","2.00000","3.00000","0.00000","35.7298165","128.2677941","29118","0.01717"
"KCISFPO24N000000508","6968189","2024","교통사고","47840001","경북 성주군 성주읍(성주읍행정복지센터 부근)","12.00000","21.00000","0.00000","1.00000","17.00000","3.00000","35.91902792","128.2889666","37481","0.03202"
"KCISFPO24N000000509","6968190","2024","교통사고","47840002","경북 성주군 선남면(대교통닭 부근)","8.00000","15.00000","0.00000","1.00000","13.00000","1.00000","35.88269163","128.3795171","37481","0.02134"
"KCISFPO24N000000510","6968191","2024","교통사고","47840003","경북 성주군 초전면(초전어린이집 부근)","8.00000","13.00000","0.00000","0.00000","13.00000","0.00000","35.97284501","128.2642469","37481","0.02134"
"KCISFPO24N000000511","6968192","2024","교통사고","47850001","경북 칠곡군 석적읍(새봄약국 부근)","14.00000","18.00000","0.00000","3.00000","15.00000","0.00000","36.07841283","128.4108005","103122","0.01358"
"KCISFPO24N000000512","6968193","2024","교통사고","47850002","경북 칠곡군 왜관읍(중앙교 부근)","13.00000","17.00000","0.00000","3.00000","13.00000","1.00000","35.98002867","128.3985264","103122","0.01261"
"KCISFPO24N000000513","6968194","2024","교통사고","47850003","경북 칠곡군 석적읍(부영키즈어린이집 부근)","13.00000","16.00000","0.00000","1.00000","11.00000","4.00000","36.07727201","128.4142168","103122","0.01261"
"KCISFPO24N000000514","6968111","2024","교통사고","47900001","경북 예천군 예천읍(예천상설시장 부근)","11.00000","11.00000","0.00000","6.00000","5.00000","0.00000","36.65613581","128.4546695","42994","0.02558"
"KCISFPO24N000000515","6968112","2024","교통사고","47900002","경북 예천군 예천읍(통명교차로 부근)","5.00000","12.00000","0.00000","3.00000","9.00000","0.00000","36.65828998","128.4743114","42994","0.01163"
"KCISFPO24N000000516","6968113","2024","교통사고","47900003","경북 예천군 풍양면(풍양참우마을 부근)","5.00000","8.00000","0.00000","5.00000","3.00000","0.00000","36.50642655","128.301385","42994","0.01163"
"KCISFPO24N000000517","6968195","2024","교통사고","47920001","경북 봉화군 봉화읍(새동산약국 부근)","7.00000","10.00000","0.00000","0.00000","10.00000","0.00000","36.89069294","128.7378735","22036","0.03177"
"KCISFPO24N000000518","6968196","2024","교통사고","47920002","경북 봉화군 소천면(122-1 부근)","3.00000","5.00000","0.00000","0.00000","5.00000","0.00000","36.94576815","128.9998192","22036","0.01361"
"KCISFPO24N000000519","6968197","2024","교통사고","47920003","경북 봉화군 봉화읍(봉화경찰서 부근)","3.00000","3.00000","0.00000","1.00000","2.00000","0.00000","36.88970503","128.7405509","22036","0.01361"
"KCISFPO24N000000520","6968198","2024","교통사고","47930001","경북 울진군 울진읍(울진교 부근)","7.00000","11.00000","0.00000","1.00000","9.00000","1.00000","36.98982178","129.399481","38828","0.01803"
"KCISFPO24N000000521","6968199","2024","교통사고","47930002","경북 울진군 평해읍(학곡1교차로 부근)","6.00000","19.00000","0.00000","3.00000","14.00000","2.00000","36.70286416","129.4429052","38828","0.01545"
"KCISFPO24N000000522","6968200","2024","교통사고","47930003","경북 울진군 후포면(삼율삼거리 부근)","6.00000","14.00000","0.00000","7.00000","6.00000","1.00000","36.67841274","129.440852","38828","0.01545"
"KCISFPO24N000000523","6968201","2024","교통사고","47940001","경북 울릉군 울릉읍(자연산활어회센터 부근)","5.00000","5.00000","0.00000","0.00000","5.00000","0.00000","37.48273076","130.9077431","5630","0.08881"
"KCISFPO24N000000524","6968202","2024","교통사고","47940002","경북 울릉군 울릉읍(울릉고등학교 부근)","3.00000","3.00000","0.00000","1.00000","2.00000","0.00000","37.4932275","130.909436","5630","0.05329"
"KCISFPO24N000000525","6967976","2024","교통사고","48120001","경남 창원시 진해구 석동(냉천사거리 부근)","29.00000","41.00000","0.00000","10.00000","31.00000","0.00000","35.15254466","128.7050113","158241","0.01833"
"KCISFPO24N000000526","6967977","2024","교통사고","48120002","경남 창원시 마산합포구 해운동(월영광장교차로 부근)","27.00000","36.00000","0.00000","11.00000","23.00000","2.00000","35.1803807","128.5592084","142864","0.01890"
"KCISFPO24N000000527","6967978","2024","교통사고","48120003","경남 창원시 성산구 상남동(상남시장사거리 부근)","27.00000","33.00000","0.00000","5.00000","15.00000","13.00000","35.22108417","128.6848829","206956","0.01305"
"KCISFPO24N000000528","6967979","2024","교통사고","48170001","경남 진주시 가좌동(가좌삼거리 부근)","13.00000","26.00000","0.00000","4.00000","20.00000","2.00000","35.15137414","128.1039544","293758","0.00443"
"KCISFPO24N000000529","6967980","2024","교통사고","48170002","경남 진주시 봉곡동(봉곡광장교차로 부근)","12.00000","17.00000","0.00000","7.00000","10.00000","0.00000","35.19560901","128.076743","293758","0.00408"
"KCISFPO24N000000530","6967981","2024","교통사고","48170003","경남 진주시 평거동(10호광장교차로 부근)","11.00000","15.00000","1.00000","1.00000","13.00000","0.00000","35.17304585","128.0601677","293758","0.00374"
"KCISFPO24N000000531","6967982","2024","교통사고","48220001","경남 통영시 북신동(무전사거리 부근)","25.00000","27.00000","0.00000","7.00000","19.00000","1.00000","34.8568129","128.4279403","98716","0.02533"
"KCISFPO24N000000532","6967983","2024","교통사고","48220002","경남 통영시 무전동(한솔약국 부근)","20.00000","28.00000","0.00000","2.00000","24.00000","2.00000","34.85990042","128.4269617","98716","0.02026"
"KCISFPO24N000000533","6967984","2024","교통사고","48220003","경남 통영시 중앙동(통영중앙전통시장 부근)","19.00000","33.00000","0.00000","2.00000","30.00000","1.00000","34.84544063","128.4243789","98716","0.01925"
"KCISFPO24N000000534","6967985","2024","교통사고","48240001","경남 사천시 사천읍(수석5리사거리 부근)","18.00000","24.00000","0.00000","7.00000","14.00000","3.00000","35.08070049","128.0841639","87513","0.02057"
"KCISFPO24N000000535","6967986","2024","교통사고","48240002","경남 사천시 벌리동(성모약국 부근)","14.00000","16.00000","0.00000","7.00000","9.00000","0.00000","34.93833536","128.0861273","87513","0.01600"
"KCISFPO24N000000536","6967987","2024","교통사고","48240003","경남 사천시 사천읍(성당사거리 부근)","13.00000","14.00000","0.00000","2.00000","12.00000","0.00000","35.08546972","128.0865888","87513","0.01485"
"KCISFPO24N000000537","6967988","2024","교통사고","48250001","경남 김해시 내동(중앙사거리 부근)","26.00000","32.00000","0.00000","4.00000","25.00000","3.00000","35.23434298","128.8666284","489277","0.00531"
"KCISFPO24N000000538","6967989","2024","교통사고","48250002","경남 김해시 부원동(중앙지구대 부근)","23.00000","28.00000","0.00000","10.00000","18.00000","0.00000","35.22924252","128.8834989","489277","0.00470"
"KCISFPO24N000000539","6967990","2024","교통사고","48250003","경남 김해시 부곡동(장유동행정복지센터 사거리 부근)","23.00000","24.00000","0.00000","9.00000","12.00000","3.00000","35.20035427","128.8138122","489277","0.00470"
"KCISFPO24N000000540","6967991","2024","교통사고","48270001","경남 밀양시 내이동(내이동6거리 회전교차로 부근)","18.00000","22.00000","0.00000","10.00000","10.00000","2.00000","35.49762794","128.7469112","82506","0.02182"
"KCISFPO24N000000541","6967992","2024","교통사고","48270002","경남 밀양시 상남면(예림사거리 부근)","14.00000","22.00000","0.00000","9.00000","13.00000","0.00000","35.46946231","128.7616193","82506","0.01697"
"KCISFPO24N000000542","6967993","2024","교통사고","48270003","경남 밀양시 삼문동(중앙약국 부근)","14.00000","16.00000","0.00000","7.00000","8.00000","1.00000","35.48553839","128.7568163","82506","0.01697"
"KCISFPO24N000000543","6967994","2024","교통사고","48310001","경남 거제시 고현동(7번교차로 부근)","21.00000","28.00000","0.00000","2.00000","26.00000","0.00000","34.89092479","128.6241505","207276","0.01013"
"KCISFPO24N000000544","6967995","2024","교통사고","48310002","경남 거제시 고현동(고현사거리 부근)","19.00000","27.00000","0.00000","6.00000","19.00000","2.00000","34.88746177","128.6250521","207276","0.00917"
"KCISFPO24N000000545","6967996","2024","교통사고","48310003","경남 거제시 장평동(4번교차로 부근)","15.00000","23.00000","2.00000","7.00000","14.00000","0.00000","34.89041047","128.616775","207276","0.00724"
"KCISFPO24N000000546","6967997","2024","교통사고","48330001","경남 양산시 중부동(남부삼거리 부근)","19.00000","29.00000","0.00000","5.00000","23.00000","1.00000","35.33942249","129.035161","288196","0.00659"
"KCISFPO24N000000547","6967998","2024","교통사고","48330002","경남 양산시 물금읍(만수약국 부근)","18.00000","21.00000","1.00000","4.00000","14.00000","2.00000","35.32975314","129.0133408","288196","0.00625"
"KCISFPO24N000000548","6967999","2024","교통사고","48330003","경남 양산시 동면(석산교차로 부근)","18.00000","24.00000","0.00000","4.00000","16.00000","4.00000","35.3156476","129.0266911","288196","0.00625"
"KCISFPO24N000000549","6968001","2024","교통사고","48720001","경남 의령군 의령읍(중앙사거리 부근)","7.00000","10.00000","0.00000","3.00000","7.00000","0.00000","35.32005365","128.2612782","19931","0.03512"
"KCISFPO24N000000550","6968000","2024","교통사고","48720002","경남 의령군 의령읍(의병사거리 부근)","7.00000","10.00000","0.00000","2.00000","8.00000","0.00000","35.31802865","128.2613967","19931","0.03512"
"KCISFPO24N000000551","6968002","2024","교통사고","48720003","경남 의령군 의령읍(동동오거리 부근)","5.00000","5.00000","0.00000","2.00000","3.00000","0.00000","35.31916761","128.2640931","19931","0.02509"
"KCISFPO24N000000552","6968003","2024","교통사고","48730001","경남 함안군 가야읍(함안경찰서 부근)","10.00000","12.00000","0.00000","6.00000","6.00000","0.00000","35.27913981","128.4095306","56821","0.01760"
"KCISFPO24N000000553","6968004","2024","교통사고","48730002","경남 함안군 가야읍(가야사거리 부근)","10.00000","10.00000","0.00000","6.00000","4.00000","0.00000","35.27678206","128.4060582","56821","0.01760"
"KCISFPO24N000000554","6968005","2024","교통사고","48730003","경남 함안군 칠원읍(LH열린세상어린이집 부근)","6.00000","10.00000","0.00000","0.00000","8.00000","2.00000","35.3027692","128.5233196","56821","0.01056"
"KCISFPO24N000000555","6968006","2024","교통사고","48740001","경남 창녕군 남지읍(진주야식 부근)","7.00000","10.00000","0.00000","5.00000","5.00000","0.00000","35.39181482","128.477135","49302","0.01420"
"KCISFPO24N000000556","6968007","2024","교통사고","48740002","경남 창녕군 대지면(왕산사거리 부근)","6.00000","9.00000","0.00000","7.00000","2.00000","0.00000","35.56341587","128.4784432","49302","0.01217"
"KCISFPO24N000000557","6968008","2024","교통사고","48740003","경남 창녕군 남지읍(남지파출소 부근)","6.00000","6.00000","0.00000","2.00000","4.00000","0.00000","35.38867058","128.4818316","49302","0.01217"
"KCISFPO24N000000558","6968009","2024","교통사고","48820001","경남 고성군 고성읍(조은약국 부근)","11.00000","11.00000","0.00000","8.00000","3.00000","0.00000","34.97636875","128.324946","42330","0.02599"
"KCISFPO24N000000559","6968010","2024","교통사고","48820002","경남 고성군 영오면(영오사거리 부근)","6.00000","8.00000","0.00000","5.00000","3.00000","0.00000","35.10854492","128.2380131","42330","0.01417"
"KCISFPO24N000000560","6968011","2024","교통사고","48820003","경남 고성군 고성읍(신월주유소 부근)","5.00000","7.00000","0.00000","2.00000","5.00000","0.00000","34.96386286","128.3344573","42330","0.01181"
"KCISFPO24N000000561","6968012","2024","교통사고","48840001","경남 남해군 남해읍(창원지방법원 진주지원 남해군법원 부근)","9.00000","9.00000","0.00000","6.00000","3.00000","0.00000","34.8410107","127.8947585","32502","0.02769"
"KCISFPO24N000000562","6968013","2024","교통사고","48840002","경남 남해군 남해읍(남해읍사무소 부근)","5.00000","5.00000","1.00000","3.00000","0.00000","1.00000","34.83832054","127.8940657","32502","0.01538"
"KCISFPO24N000000563","6968014","2024","교통사고","48840003","경남 남해군 남해읍(남변사거리 부근)","5.00000","7.00000","0.00000","1.00000","3.00000","3.00000","34.83398181","127.8988043","32502","0.01538"
